substance,ec,cas,clp_class,h_code
"Foots oil (petroleum), silicic acid-treated; Foots oil; [A complex combination of hydrocarbons obtained by the treatment of Foots oil with silicic acid for removal of trace constituents and impurities. It consists predominantly of straight chain hydrocarbons having carbon numbers predominantly greater than C12.]",308-127-6,97862-77-6,Carc. 1B,H350
"Naphtha (petroleum), light thermal cracked; Low boiling point thermally cracked naphtha; [A complex combination of hydrocarbons from distillation of products from a thermal cracking process.  It consists predominantly of unsaturated hydrocarbons having carbon numbers predominantly in the range of C4 through C8 and boiling in the range of approximately -10 °C to 130 °C (14 °F to 266 °F).]",265-075-6,64741-74-8,Carc. 1B,H350
"Naphtha (petroleum), light thermal cracked; Low boiling point thermally cracked naphtha; [A complex combination of hydrocarbons from distillation of products from a thermal cracking process.  It consists predominantly of unsaturated hydrocarbons having carbon numbers predominantly in the range of C4 through C8 and boiling in the range of approximately -10 °C to 130 °C (14 °F to 266 °F).]",265-075-6,64741-74-8,Muta. 1B,H340
"Naphtha (petroleum), light thermal cracked; Low boiling point thermally cracked naphtha; [A complex combination of hydrocarbons from distillation of products from a thermal cracking process.  It consists predominantly of unsaturated hydrocarbons having carbon numbers predominantly in the range of C4 through C8 and boiling in the range of approximately -10 °C to 130 °C (14 °F to 266 °F).]",265-075-6,64741-74-8,Asp. Tox. 1,H304
"Naphtha (petroleum), heavy thermal cracked; Low boiling point thermally cracked naphtha; [A complex combination of hydrocarbons from distillation of the products from a thermal cracking process.  It consists predominantly of unsaturated hydrocarbons having carbon numbers predominantly in the range of C6 through C12 and boiling in the range of approximately 65°C to 220°C (148°F to 428°F).]",265-085-0,64741-83-9,Carc. 1B,H350
"Naphtha (petroleum), heavy thermal cracked; Low boiling point thermally cracked naphtha; [A complex combination of hydrocarbons from distillation of the products from a thermal cracking process.  It consists predominantly of unsaturated hydrocarbons having carbon numbers predominantly in the range of C6 through C12 and boiling in the range of approximately 65°C to 220°C (148°F to 428°F).]",265-085-0,64741-83-9,Muta. 1B,H340
"Naphtha (petroleum), heavy thermal cracked; Low boiling point thermally cracked naphtha; [A complex combination of hydrocarbons from distillation of the products from a thermal cracking process.  It consists predominantly of unsaturated hydrocarbons having carbon numbers predominantly in the range of C6 through C12 and boiling in the range of approximately 65°C to 220°C (148°F to 428°F).]",265-085-0,64741-83-9,Asp. Tox. 1,H304
"Distillates (petroleum), heavy arom.; Low boiling point thermally cracked naphtha; [The complex combination of hydrocarbons from the distillation of the products from the thermal cracking of ethane and propane.  This higher boiling fraction consists predominantly of C5-7 aromatic hydrocarbons with some unsaturated aliphatic hydrocarbons having carbon number predominantly of C5.  This stream may contain benzene.]",267-563-4,67891-79-6,Carc. 1B,H350
"Distillates (petroleum), heavy arom.; Low boiling point thermally cracked naphtha; [The complex combination of hydrocarbons from the distillation of the products from the thermal cracking of ethane and propane.  This higher boiling fraction consists predominantly of C5-7 aromatic hydrocarbons with some unsaturated aliphatic hydrocarbons having carbon number predominantly of C5.  This stream may contain benzene.]",267-563-4,67891-79-6,Muta. 1B,H340
"Distillates (petroleum), heavy arom.; Low boiling point thermally cracked naphtha; [The complex combination of hydrocarbons from the distillation of the products from the thermal cracking of ethane and propane.  This higher boiling fraction consists predominantly of C5-7 aromatic hydrocarbons with some unsaturated aliphatic hydrocarbons having carbon number predominantly of C5.  This stream may contain benzene.]",267-563-4,67891-79-6,Asp. Tox. 1,H304
"Distillates (petroleum), light arom.; Low boiling point thermally cracked naphtha; [The complex combination of hydrocarbons from the distillation of the products from the thermal cracking of ethane and propane.  This lower boiling fraction consists predominantly of C5-7 aromatic hydrocarbons with some unsaturated aliphatic hydrocarbons having a carbon number predominantly of C5.  This stream may contain benzene.]",267-565-5,67891-80-9,Carc. 1B,H350
"Distillates (petroleum), light arom.; Low boiling point thermally cracked naphtha; [The complex combination of hydrocarbons from the distillation of the products from the thermal cracking of ethane and propane.  This lower boiling fraction consists predominantly of C5-7 aromatic hydrocarbons with some unsaturated aliphatic hydrocarbons having a carbon number predominantly of C5.  This stream may contain benzene.]",267-565-5,67891-80-9,Muta. 1B,H340
"Distillates (petroleum), light arom.; Low boiling point thermally cracked naphtha; [The complex combination of hydrocarbons from the distillation of the products from the thermal cracking of ethane and propane.  This lower boiling fraction consists predominantly of C5-7 aromatic hydrocarbons with some unsaturated aliphatic hydrocarbons having a carbon number predominantly of C5.  This stream may contain benzene.]",267-565-5,67891-80-9,Asp. Tox. 1,H304
"Distillates (petroleum), naphtha-raffinate pyrolyzate-derived, gasoline-blending; Low boiling point thermally cracked naphtha; [The complex combination of hydrocarbons obtained by the pyrolysis fractionation at 816°C (1500°F) of naphtha and raffinate.  It consists predominantly of hydrocarbons having a carbon number of C9 and boiling at approximately 204°C (400°F).]",270-344-6,68425-29-6,Carc. 1B,H350
"Distillates (petroleum), naphtha-raffinate pyrolyzate-derived, gasoline-blending; Low boiling point thermally cracked naphtha; [The complex combination of hydrocarbons obtained by the pyrolysis fractionation at 816°C (1500°F) of naphtha and raffinate.  It consists predominantly of hydrocarbons having a carbon number of C9 and boiling at approximately 204°C (400°F).]",270-344-6,68425-29-6,Muta. 1B,H340
"Distillates (petroleum), naphtha-raffinate pyrolyzate-derived, gasoline-blending; Low boiling point thermally cracked naphtha; [The complex combination of hydrocarbons obtained by the pyrolysis fractionation at 816°C (1500°F) of naphtha and raffinate.  It consists predominantly of hydrocarbons having a carbon number of C9 and boiling at approximately 204°C (400°F).]",270-344-6,68425-29-6,Asp. Tox. 1,H304
"Aromatic hydrocarbons, C6-8, naphtha-raffinate pyrolyzate-derived; Low boiling point thermally cracked naphtha; [A complex combination of hydrocarbons obtained by the fractionation pyrolysis at 816°C (1500°F) of naphtha and raffinate.  It consists predominantly of aromatic hydrocarbons having carbon numbers predominantly in the range of C6 through C8, including benzene.]",270-658-3,68475-70-7,Carc. 1B,H350
"Aromatic hydrocarbons, C6-8, naphtha-raffinate pyrolyzate-derived; Low boiling point thermally cracked naphtha; [A complex combination of hydrocarbons obtained by the fractionation pyrolysis at 816°C (1500°F) of naphtha and raffinate.  It consists predominantly of aromatic hydrocarbons having carbon numbers predominantly in the range of C6 through C8, including benzene.]",270-658-3,68475-70-7,Muta. 1B,H340
"Aromatic hydrocarbons, C6-8, naphtha-raffinate pyrolyzate-derived; Low boiling point thermally cracked naphtha; [A complex combination of hydrocarbons obtained by the fractionation pyrolysis at 816°C (1500°F) of naphtha and raffinate.  It consists predominantly of aromatic hydrocarbons having carbon numbers predominantly in the range of C6 through C8, including benzene.]",270-658-3,68475-70-7,Asp. Tox. 1,H304
"Distillates (petroleum), thermal cracked naphtha and gas oil; Low boiling point thermally cracked naphtha; [A complex combination of hydrocarbons produced by distillation of thermally cracked naphtha and/or gas oil.  It consists predominantly of olefinic hydrocarbons having a carbon number of C5 and boiling in the range of approximately 33°C to 60°C (91°F to 140°F).]",271-631-9,68603-00-9,Carc. 1B,H350
"Distillates (petroleum), thermal cracked naphtha and gas oil; Low boiling point thermally cracked naphtha; [A complex combination of hydrocarbons produced by distillation of thermally cracked naphtha and/or gas oil.  It consists predominantly of olefinic hydrocarbons having a carbon number of C5 and boiling in the range of approximately 33°C to 60°C (91°F to 140°F).]",271-631-9,68603-00-9,Muta. 1B,H340
"Distillates (petroleum), thermal cracked naphtha and gas oil; Low boiling point thermally cracked naphtha; [A complex combination of hydrocarbons produced by distillation of thermally cracked naphtha and/or gas oil.  It consists predominantly of olefinic hydrocarbons having a carbon number of C5 and boiling in the range of approximately 33°C to 60°C (91°F to 140°F).]",271-631-9,68603-00-9,Asp. Tox. 1,H304
"Distillates (petroleum), thermal cracked naphtha and gas oil, C5-dimer-contg.; Low boiling point thermally cracked naphtha; [A complex combination of hydrocarbons produced by the extractive distillation of thermal cracked naphtha and/or gas oil.  It consists predominantly of hydrocarbons having a carbon number of C5 with some dimerized C5 olefins and boiling in the range of approximately 33°C to 184°C (91°F to 363°F).]",271-632-4,68603-01-0,Carc. 1B,H350
"Distillates (petroleum), thermal cracked naphtha and gas oil, C5-dimer-contg.; Low boiling point thermally cracked naphtha; [A complex combination of hydrocarbons produced by the extractive distillation of thermal cracked naphtha and/or gas oil.  It consists predominantly of hydrocarbons having a carbon number of C5 with some dimerized C5 olefins and boiling in the range of approximately 33°C to 184°C (91°F to 363°F).]",271-632-4,68603-01-0,Muta. 1B,H340
"Distillates (petroleum), thermal cracked naphtha and gas oil, C5-dimer-contg.; Low boiling point thermally cracked naphtha; [A complex combination of hydrocarbons produced by the extractive distillation of thermal cracked naphtha and/or gas oil.  It consists predominantly of hydrocarbons having a carbon number of C5 with some dimerized C5 olefins and boiling in the range of approximately 33°C to 184°C (91°F to 363°F).]",271-632-4,68603-01-0,Asp. Tox. 1,H304
"Distillates (petroleum), thermal cracked naphtha and gas oil, extractive; Low boiling point thermally cracked naphtha; [A complex combination of hydrocarbons produced by the extractive distillation of thermal cracked naphtha and/or gas oil.  It consists of paraffinic and olefinic hydrocarbons, predominantly isoamylenes such as 2-methyl-1-butene and 2-methyl-2-butene and boiling in the range of approximately 31°C to 40°C (88°F to 104°F).]",271-634-5,68603-03-2,Carc. 1B,H350
